Community Area,COMMUNITY,the_geom_community,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09
BK09,Brooklyn Heights-Cobble Hill,"MULTIPOLYGON (((-73.99236367043248 40.68969012377697, -73.99436092830202 40.69023948008434, -73.99623278100582 40.69075777458636, -73.9977692437901 40.69119469786072, -73.99803048644992 40.6912537228762, -73.9984527178269 40.69136998347753, -73.9991005727256 40.69153697449643, -73.99920161806008 40.691571834347606, -73.99928819562555 40.69159395992707, -73.99936540129043 40.691613078272866, -73.99951274139042 40.69165145030885, -73.99991517300599 40.69176723001033, -74.00019040320167 40.69189644713018, -74.00062936023187 40.69202728263334, -74.00068507631485 40.69191401552378, -74.00077305722617 40.69189575732624, -74.00179431981029 40.69218477678886, -74.00169989372672 40.69238276713655, -74.0017436211104 40.692406749705455, -74.00154172920257 40.69278596275012, -74.00127014968672 40.69329606217631, -74.0009586848302 40.6940690835822, -74.00078295341706 40.6942865156646, -74.0007010481117 40.69438785634221, -74.00026872377788 40.694965802577904, -73.99988214960378 40.69560519924561, -73.99946143448636 40.696280026604306, -73.99941971968092 40.696346937818525, -73.99941302433207 40.69635767645328, -73.99952373903514 40.69657482654341, -73.99947406820606 40.696704134461974, -73.99929468836194 40.69679512579405, -73.99918199016862 40.69688518856733, -73.99899604139195 40.69681227837294, -73.99893969034687 40.696940940515795, -73.99887207276453 40.69692378457414, -73.99876458027705 40.697120733093975, -73.99887117097656 40.69715757729581, -73.99837760685772 40.69806329614608, -73.99802102725111 40.69876173657377, -73.99799957540132 40.69879768554428, -73.9974989831 40.699638869321234, -73.99736745811686 40.69963423492973, -73.99716054243922 40.69979281264412, -73.99718148446385 40.699994484968094, -73.99717584355882 40.70010599196635, -73.99724462871697 40.70014140989707, -73.99669768997464 40.70087697691705, -73.99538448382651 40.702643010065835, -73.99526015183422 40.70281020903618, -73.99513826840686 40.70297411472284, -73.99506438491517 40.70310031315092, -73.99504592748325 40.70313183979956, -73.99470923355177 40.702993886122094, -73.99438297835572 40.70288600142063, -73.99432513683006 40.70286243588554, -73.99418494791583 40.70280579883789, -73.99385200191081 40.70267390983316, -73.99381755009193 40.702660309303646, -73.99325388237132 40.70241197136298, -73.99316590451284 40.702365224411494, -73.99292459975017 40.70223700679911, -73.99282864816064 40.70218477794356, -73.9926120497242 40.70206112900611, -73.992327678568 40.70185537041508, -73.99221871131121 40.70177257819232, -73.99211067788659 40.70169344371854, -73.99206681926401 40.70165886040818, -73.99202772858828 40.70162814159386, -73.99193644935963 40.70155640963388, -73.99126294547844 40.70102710263982, -73.99093201741492 40.70076621604868, -73.99087453692029 40.7006731172958, -73.99083516173282 40.70056976226387, -73.99081766492989 40.70046229332304, -73.99082272096501 40.70035475430936, -73.99084157918823 40.700281257089934, -73.99102958067765 40.69984717061784, -73.99124033207252 40.69936760206606, -73.99129512107972 40.699189420600696, -73.99134094587271 40.69900977912035, -73.99137773991353 40.69882893875066, -73.99140545044507 40.69864716235875, -73.99142403655047 40.698464714145906, -73.99143347128839 40.698281859314605, -73.99142289758245 40.69778099282272, -73.99136812163775 40.69701375273573, -73.9912841368775 40.69658820978114, -73.99123105531976 40.69643126046238, -73.99120620990809 40.696357798172116, -73.99118780428701 40.696287414851085, -73.99115539112528 40.696196476020965, -73.99080803777389 40.69502713379441, -73.99066605587349 40.69456882398399, -73.99044474094237 40.69382825143361, -73.99045286506295 40.69372058477655, -73.99058794464068 40.69339137896953, -73.99072896048501 40.693047701447604, -73.99085041475469 40.69279825064942, -73.9909718689958 40.69254880088797, -73.99066626290956 40.692497177063096, -73.9894723855446 40.69229549434763, -73.9891054174307 40.69215331402468, -73.98902944698997 40.69212386152, -73.98930270543921 40.69106022599122, -73.98930768542105 40.69099168846799, -73.98973690127063 40.69035997268752, -73.99016617922634 40.689729534334376, -73.99054474614341 40.689168105798416, -73.99070669558935 40.68913674461323, -73.99236367043248 40.68969012377697)))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,
